,age,age_old,age_young,co2,type,co2_low,co2_high,co2_range,distribution,proxy_type,reference,xi_co2,omega_co2,alpha_co2
780,313.5,319,308,401,mean,281,662,1,skew_normal; reported distribution is normal,stomata,"Beerling, 2002",649.6603279,262.7680988,-1.595977651
781,313.5,319,308,287,mean,201,474,1,skew_normal; reported distribution is normal,stomata,"Beerling, 2002",465.1433871,188.2725281,-1.5956376
782,313.5,319,308,311,mean,218,513,1,skew_normal; reported distribution is normal,stomata,"Beerling, 2002",503.3642291,203.3999106,-1.594247261
783,313.5,319,308,284,mean,199,469,1,skew_normal; reported distribution is normal,stomata,"Beerling, 2002",460.2923408,186.2389209,-1.596837402
784,313.5,319,308,325,mean,228,536,1,skew_normal; reported distribution is normal,stomata,"Beerling, 2002",526.0320214,212.4265174,-1.596128368
785,324,329,319,385,mean,270,635,1,skew_normal; reported distribution is normal,stomata,"Beerling, 2002",623.1415251,251.7079032,-1.595341834
786,324,329,319,392,mean,274,647,1,skew_normal; reported distribution is normal,stomata,"Beerling, 2002",634.4300421,256.9160254,-1.587775493
787,324,329,319,359,mean,251,592,1,skew_normal; reported distribution is normal,stomata,"Beerling, 2002",580.3919925,234.7954064,-1.585650143
788,168.4,175.6,161.2,816,mean,544,1088,1,skew_normal,stomata,"Beerling & Royer, 2002",816.6829745,273.5167095,-0.003129552
789,63.8,66,61.6,367,median,337,571,1,skew_normal,stomata,"Beerling et al., 2002 (updated by Beerling et al., 2009)",596.798248,184.9003844,-3.264301922
790,64.1,64.3,63.9,330,median,321,401,1,skew_normal,stomata,"Beerling et al., 2002 (updated by Beerling et al., 2009)",410.5935432,63.76439953,-3.531181896
791,65.4,66,64.8,343,median,329,541,1,skew_normal,stomata,"Beerling et al., 2002 (updated by Beerling et al., 2009)",571.9511473,172.9101593,-4.724669526
792,65.4,66,64.8,470,median,370,642,1,skew_normal,stomata,"Beerling et al., 2002 (updated by Beerling et al., 2009)",618.4654387,177.7709834,-1.297019435
793,66.5,67,66,539,median,400,687,1,skew_normal,stomata,"Beerling et al., 2002 (updated by Beerling et al., 2009)",599.954614,155.021723,-0.513032031
794,54.3,54.4,54.2,515,median,393,671,1,skew_normal,stomata,"Royer, 2003 (updated by Beerling et al., 2009)",619.3412926,165.1709617,-0.884933783
795,61.1,64.8,57.4,317,median,311,325,1,skew_normal,stomata,"Royer, 2003 (updated by Beerling et al., 2009)",322.6449038,8.454324505,-0.949295214
796,49.9,52,47.8,659,mean,439,878,1,skew_normal,stomata,"Greenwood et al., 2003",622.7574604,223.6021395,0.20449086
797,409.2,410.8,407.6,2836,mean,2505,4561,1,skew_normal,stomata,"Roth & Konrad, 2003",4743.870113,1593.42375,-2.819939227
798,182.5,NA,NA,1050,mean,800,1300,1,skew_normal,stomata,"McElwain et al., 2005",1051.130422,251.3957916,-0.005635694
799,182.6,NA,NA,1550,mean,1200,1900,1,skew_normal,stomata,"McElwain et al., 2005",1551.049273,351.952115,-0.00373652
800,182.7,NA,NA,550,mean,400,700,1,skew_normal,stomata,"McElwain et al., 2005",550.4960226,150.836766,-0.004121517
801,182.8,NA,NA,950,mean,700,1200,1,skew_normal,stomata,"McElwain et al., 2005",950.87941,251.3947889,-0.004384281
802,182.9,NA,NA,950,mean,700,1200,1,skew_normal,stomata,"McElwain et al., 2005",950.698155,251.39422,-0.003480636
803,183,NA,NA,600,mean,500,700,1,skew_normal,stomata,"McElwain et al., 2005",600.2320408,100.557568,-0.002892084
804,104.1,107.8,100.5,710,mean,580,1420,1,skew_normal,stomata,"Haworth et al., 2005",1498.207247,653.49577,-2.895236026
805,110.4,113,107.8,710,mean,603,1400,1,skew_normal,stomata,"Haworth et al., 2005",1484.824031,627.6009073,-3.172324178
806,116.5,120,113,700,mean,597,1340,1,skew_normal,stomata,"Haworth et al., 2005",1417.00093,583.6009909,-3.108991656
807,123,125,121,695,mean,590,1380,1,skew_normal,stomata,"Haworth et al., 2005",1464.75211,622.5677521,-3.19227758
808,124.7,126.3,123,630,mean,530,1220,1,skew_normal,stomata,"Haworth et al., 2005",1288.699486,539.9724016,-3.022019546
809,127.9,129.5,126.3,630,mean,530,1250,1,skew_normal,stomata,"Haworth et al., 2005",1324.496353,565.4491903,-3.105281617
810,130.2,130.8,129.5,550,mean,450,1130,1,skew_normal,stomata,"Haworth et al., 2005",1196.759202,531.4744639,-2.993657202
811,131.4,132,130.8,620,mean,590,1270,1,skew_normal,stomata,"Haworth et al., 2005",1376.333543,559.6394981,-5.750151717
812,133,133.9,132,650,mean,500,1300,1,skew_normal,stomata,"Haworth et al., 2005",1356.542186,609.6143812,-2.534935601
813,139.5,145,133.9,1442,mean,961,1923,1,skew_normal,stomata,"Sun et al., 2007",1440.541286,483.6828139,0.003779826
814,139.5,145,133.9,1228,mean,819,1638,1,skew_normal,stomata,"Sun et al., 2007",1282.635413,415.3283555,-0.165588283
815,139.5,145,133.9,1151,mean,767,1534,1,skew_normal,stomata,"Sun et al., 2007",1098.678402,389.1065707,0.169295116
816,168,168.3,167.7,1031,mean,687,1375,1,skew_normal,stomata,"Sun et al., 2007",1030.375983,345.917676,0.002260917
817,168,168.3,167.7,926,mean,618,1235,1,skew_normal,stomata,"Sun et al., 2007",971.3314907,313.4452082,-0.182213763
818,172.2,174.1,170.3,896,mean,597,1195,1,skew_normal,stomata,"Sun et al., 2007",896.7214555,300.6671934,-0.003007357
819,186.8,190.8,182.7,942,mean,628,1256,1,skew_normal,stomata,"Sun et al., 2007",941.5861893,315.7501941,0.001642549
820,25.6,28.1,23,588,mean,412,971,1,skew_normal; reported distribution is normal,stomata,"K™rschner et al., 2008",952.9545242,385.5716412,-1.596642052
821,22.1,23.6,20.6,333,mean,233,550,1,skew_normal; reported distribution is normal,stomata,"K™rschner et al., 2008",539.5850317,218.5272729,-1.593050435
822,20,20.3,19.7,332,mean,233,548,1,skew_normal; reported distribution is normal,stomata,"K™rschner et al., 2008",537.9975012,217.3857963,-1.599959217
823,19,19.5,18.5,397,mean,278,654,1,skew_normal; reported distribution is normal,stomata,"K™rschner et al., 2008",641.2808658,258.9495183,-1.586979168
824,19,19.2,18.8,459,mean,321,757,1,skew_normal; reported distribution is normal,stomata,"K™rschner et al., 2008",742.2411735,300.2643869,-1.586835768
825,17.6,18,17.2,374,mean,262,617,1,skew_normal; reported distribution is normal,stomata,"K™rschner et al., 2008",605.3246735,244.7148494,-1.592841107
826,17.6,18,17.2,341,mean,239,563,1,skew_normal; reported distribution is normal,stomata,"K™rschner et al., 2008",552.550809,223.4867051,-1.596837402
827,17.6,18,17.2,388,mean,272,641,1,skew_normal; reported distribution is normal,stomata,"K™rschner et al., 2008",629.2559872,254.6335897,-1.599502156
828,17,17.5,16.4,393,mean,275,649,1,skew_normal; reported distribution is normal,stomata,"K™rschner et al., 2008",636.6944941,257.8086375,-1.592752399
829,16.8,17.2,16.4,425,mean,297,701,1,skew_normal; reported distribution is normal,stomata,"K™rschner et al., 2008",687.2030724,278.1437415,-1.584967938
830,16.5,17.5,15.5,393,mean,275,649,1,skew_normal; reported distribution is normal,stomata,"K™rschner et al., 2008",636.6944941,257.8086375,-1.592752399
831,15.8,16,15.6,564,median,414,701,1,skew_normal,stomata,"K™rschner et al., 2008 (updated by Beerling et al., 2009)",493.5102513,157.9647137,0.589385381
832,15.7,16.4,15,555,median,426,695,1,skew_normal,stomata,"K™rschner et al., 2008 (updated by Beerling et al., 2009)",618.4183796,147.2226501,-0.566818439
833,15.7,16.4,15,552,median,416,693,1,skew_normal,stomata,"K™rschner et al., 2008 (updated by Beerling et al., 2009)",599.6896135,146.4540422,-0.419383442
834,15.7,16.4,15,449,mean,314,741,1,skew_normal; reported distribution is normal,stomata,"K™rschner et al., 2008",726.6886665,294.1638898,-1.588919952
835,13.9,14.3,13.5,287,median,262,301,1,skew_normal,stomata,"K™rschner et al., 2008 (updated by Beerling et al., 2009)",264.997925,25.73439645,1.34520532
836,13.9,14.3,13.5,293,mean,205,483,1,skew_normal; reported distribution is normal,stomata,"K™rschner et al., 2008",473.5808937,191.4470616,-1.586641828
837,11.6,12.2,11,332,mean,233,548,1,skew_normal; reported distribution is normal,stomata,"K™rschner et al., 2008",537.9975012,217.3857963,-1.599959217
838,72.5,83.6,72.1,559,mean,497,819,1,skew_normal,stomata,"Quan et al., 2009",840.6044317,244.5495377,-2.486104343
839,73.1,83.6,72.1,568,mean,508,836,1,skew_normal,stomata,"Quan et al., 2009",860.237689,250.6923587,-2.580537052
840,73.7,83.6,72.1,572,mean,491,938,1,skew_normal,stomata,"Quan et al., 2009",971.5685949,342.0269169,-2.598025136
841,74.7,83.6,72.1,589,mean,506,1020,1,skew_normal,stomata,"Quan et al., 2009",1065.549527,398.2363982,-2.814211433
842,75.4,83.6,72.1,593,mean,520,979,1,skew_normal,stomata,"Quan et al., 2009",1020.425872,356.157444,-2.843126942
843,75.9,83.6,72.1,695,mean,559,3251,1,skew_normal,stomata,"Quan et al., 2009",3664.289564,2210.057944,-5.393886197
844,78.1,83.6,72.1,568,mean,475,984,1,skew_normal,stomata,"Quan et al., 2009",1021.68963,389.0864084,-2.582720343
845,79.9,83.6,72.1,582,mean,497,1001,1,skew_normal,stomata,"Quan et al., 2009",1043.21602,388.747354,-2.732108578
846,81.5,83.6,72.1,585,mean,483,1105,1,skew_normal,stomata,"Quan et al., 2009",1159.068638,481.1642882,-2.785000134
847,121,123,119,867,mean,578,1156,1,skew_normal,stomata,"Passalia, 2009",868.3274471,290.613629,-0.005724885
848,121,123,119,837,mean,558,1116,1,skew_normal,stomata,"Passalia, 2009",837.8650068,280.5562012,-0.003864223
849,121,123,119,784,mean,523,1046,1,skew_normal,stomata,"Passalia, 2009",824.660196,266.0098309,-0.192700724
850,121,123,119,573,mean,382,764,1,skew_normal,stomata,"Passalia, 2009",573.5361423,192.0651917,-0.003498592
851,121,123,119,1060,mean,707,1413,1,skew_normal,stomata,"Passalia, 2009",1062.226095,354.9742531,-0.007859895
852,121,123,119,1060,mean,707,1413,1,skew_normal,stomata,"Passalia, 2009",1061.068302,354.9688774,-0.003771949
853,121,123,119,867,mean,578,1156,1,skew_normal,stomata,"Passalia, 2009",866.2914959,290.6114615,0.003055562
854,121,123,119,593,mean,395,791,1,skew_normal,stomata,"Passalia, 2009",594.4587919,199.1087903,-0.009182829
855,121,123,119,908,mean,605,1211,1,skew_normal,stomata,"Passalia, 2009",909.3598249,304.6916537,-0.005593551
856,121,123,119,782,mean,521,1043,1,skew_normal,stomata,"Passalia, 2009",782.7718816,262.4556885,-0.003686015
857,121,123,119,734,mean,489,979,1,skew_normal,stomata,"Passalia, 2009",734.8109635,246.3667206,-0.004125552
858,121,123,119,769,mean,513,1026,1,skew_normal,stomata,"Passalia, 2009",809.1474037,260.9623217,-0.193965562
859,101.8,103,100.5,974,mean,649,1298,1,skew_normal,stomata,"Passalia, 2009",927.1335944,329.5893674,0.179124463
860,101.8,103,100.5,852,mean,568,1136,1,skew_normal,stomata,"Passalia, 2009",852.8387919,285.5839646,-0.003681142
861,101.8,103,100.5,917,mean,612,1223,1,skew_normal,stomata,"Passalia, 2009",962.0407688,310.4179677,-0.182817102
862,101.8,103,100.5,954,mean,636,1272,1,skew_normal,stomata,"Passalia, 2009",955.4115211,319.7753292,-0.005532323
863,3.9,4.2,3.6,355,mean,249,586,1,skew_normal,stomata,"Retallack, 2009a",575.2184933,232.5132562,-1.598458102
864,12,12.3,11.6,468,mean,328,773,1,skew_normal,stomata,"Retallack, 2009a",758.7354381,307.0088289,-1.59806468
865,34.5,35,33.9,672,mean,448,896,1,skew_normal,stomata,"Retallack, 2009a",672.5582369,225.2490442,-0.003106112
866,35.5,36,35,746,mean,497,995,1,skew_normal,stomata,"Retallack, 2009a",747.498916,250.3921629,-0.007502858
867,46.4,47.8,45,908,mean,605,1210,1,skew_normal,stomata,"Retallack, 2009a",863.2509063,307.3906579,0.183428481
868,118,123,113,893,mean,595,1190,1,skew_normal,stomata,"Retallack, 2009a",848.739184,302.3449847,0.184465832
869,124.7,126.3,123,1008,mean,672,1344,1,skew_normal,stomata,"Retallack, 2009a",1010.060539,337.8788127,-0.007643463
870,127.9,129.5,126.3,592,mean,395,789,1,skew_normal,stomata,"Retallack, 2009a",592.684199,198.0990626,-0.004328756
871,142,143,141,813,mean,542,1084,1,skew_normal,stomata,"Retallack, 2009a",813.9339765,272.5118843,-0.004295496
872,142,143,141,736,mean,491,981,1,skew_normal,stomata,"Retallack, 2009a",735.4073391,246.3660986,0.003014996
873,143.5,145,142,972,mean,648,1296,1,skew_normal,stomata,"Retallack, 2009a",972.8689971,325.8068118,-0.003342874
874,148,149,147,736,mean,491,981,1,skew_normal,stomata,"Retallack, 2009a",737.3766956,246.3692303,-0.007003566
875,153.4,154.7,152.1,939,mean,626,1252,1,skew_normal,stomata,"Retallack, 2009a",940.3386148,314.7471957,-0.005330378
876,203.2,205,201.3,908,mean,605,1210,1,skew_normal,stomata,"Retallack, 2009a",863.2509063,307.3906579,0.183428481
877,230.5,233,228,813,mean,542,1084,1,skew_normal,stomata,"Retallack, 2009a",813.7418005,272.5112933,-0.003411649
878,233.8,237,230.5,789,mean,526,1052,1,skew_normal,stomata,"Retallack, 2009a",790.4751549,264.4698126,-0.006990852
879,233.8,237,230.5,825,mean,550,1100,1,skew_normal,stomata,"Retallack, 2009a",825.9644858,276.5342576,-0.004371295
880,168.8,174.1,163.5,1422,mean,948,1896,1,skew_normal,stomata,"Yan et al., 2009",1423.872101,476.6452788,-0.004922639
881,168.8,174.1,163.5,1373,mean,915,1830,1,skew_normal,stomata,"Yan et al., 2009",1314.217478,463.7296482,0.159512571
882,168.8,174.1,163.5,1296,mean,864,1728,1,skew_normal,stomata,"Yan et al., 2009",1297.699831,434.4108623,-0.004904208
883,168.8,174.1,163.5,1188,mean,792,1584,1,skew_normal,stomata,"Yan et al., 2009",1189.711062,398.2105844,-0.005385395
884,168.8,174.1,163.5,1134,mean,756,1512,1,skew_normal,stomata,"Yan et al., 2009",1131.355992,380.1157853,0.008718045
885,94.5,NA,NA,366,mean,256,603,1,skew_normal,stomata,"Barclay et al., 2010",591.0935161,238.8623288,-1.583962609
886,94.4,NA,NA,381,mean,267,628,1,skew_normal,stomata,"Barclay et al., 2010",616.0265476,248.7819515,-1.591095455
887,94.3,NA,NA,384,mean,269,634,1,skew_normal,stomata,"Barclay et al., 2010",622.1415251,251.7079032,-1.595341834
888,94.3,NA,NA,410,mean,287,676,1,skew_normal,stomata,"Barclay et al., 2010",662.9490219,267.9763119,-1.588707522
889,94.2,NA,NA,444,mean,311,733,1,skew_normal,stomata,"Barclay et al., 2010",719.2510157,290.9892824,-1.59476791
890,94.1,NA,NA,457,mean,320,753,1,skew_normal,stomata,"Barclay et al., 2010",738.3903547,298.2308965,-1.587520708
891,94.1,NA,NA,360,mean,252,595,1,skew_normal,stomata,"Barclay et al., 2010",583.920651,236.5805042,-1.596519039
892,94.1,NA,NA,446,mean,313,737,1,skew_normal,stomata,"Barclay et al., 2010",723.7772764,292.7731464,-1.603541693
893,94.1,NA,NA,396,mean,277,654,1,skew_normal,stomata,"Barclay et al., 2010",641.5454404,259.8421933,-1.591917217
894,94.1,NA,NA,448,mean,314,740,1,skew_normal,stomata,"Barclay et al., 2010",726.3655813,293.9150222,-1.598375904
895,94.1,NA,NA,508,mean,355,838,1,skew_normal,stomata,"Barclay et al., 2010",821.5332249,332.5524105,-1.585329148
896,94,NA,NA,485,mean,340,801,1,skew_normal,stomata,"Barclay et al., 2010",786.2541958,318.0690012,-1.598496082
897,94,NA,NA,425,mean,297,701,1,skew_normal,stomata,"Barclay et al., 2010",687.2030724,278.1437415,-1.584967938
898,94,NA,NA,466,mean,326,769,1,skew_normal,stomata,"Barclay et al., 2010",754.2076162,305.2241609,-1.589697318
899,94,NA,NA,370,mean,259,610,1,skew_normal,stomata,"Barclay et al., 2010",598.2093756,241.788733,-1.588449115
900,93.9,NA,NA,431,mean,302,711,1,skew_normal,stomata,"Barclay et al., 2010",697.5831717,281.962649,-1.593368421
901,93.9,NA,NA,436,mean,305,720,1,skew_normal,stomata,"Barclay et al., 2010",706.2850779,286.0297676,-1.591841962
902,203.7,206,201.3,2200,mean,1650,2750,1,skew_normal,stomata,"Bonis et al., 2010",2203.692609,553.0774848,-0.008367954
903,201.1,201.3,200.8,1320,mean,880,1760,1,skew_normal,stomata,"Steinthorsdottir et al., 2011",1321.552766,442.4548447,-0.004398457
904,201.1,201.3,200.8,1140,mean,760,1520,1,skew_normal,stomata,"Steinthorsdottir et al., 2011",1141.506578,382.120709,-0.004941457
905,201.1,201.3,200.8,2792,mean,1861,3722,1,skew_normal,stomata,"Steinthorsdottir et al., 2011",2697.976992,940.350206,0.125629791
906,201.3,201.8,200.8,2152,mean,1435,2869,1,skew_normal,stomata,"Steinthorsdottir et al., 2011",2153.768758,720.9980127,-0.003074651
907,201.6,201.8,201.3,1445,mean,964,1927,1,skew_normal,stomata,"Steinthorsdottir et al., 2011",1505.801301,487.9267977,-0.156787219
908,201.6,201.8,201.3,1092,mean,728,1456,1,skew_normal,stomata,"Steinthorsdottir et al., 2011",1093.986002,366.0339578,-0.006800266
909,201.6,201.8,201.3,1195,mean,797,1593,1,skew_normal,stomata,"Steinthorsdottir et al., 2011",1196.159736,400.2197353,-0.003631808
910,201.6,201.8,201.3,1236,mean,824,1648,1,skew_normal,stomata,"Steinthorsdottir et al., 2011",1234.024711,414.300787,0.005975592
911,201.6,201.8,201.3,1113,mean,742,1484,1,skew_normal,stomata,"Steinthorsdottir et al., 2011",1113.98322,373.0688797,-0.003303114
912,201.1,201.3,200.8,1469,mean,979,1958,1,skew_normal,stomata,"Steinthorsdottir et al., 2011",1407.533276,495.9920445,0.155919053
913,201.3,201.8,200.8,1604,mean,1069,2139,1,skew_normal,stomata,"Steinthorsdottir et al., 2011",1608.607125,538.0012428,-0.010733125
914,201.6,201.8,201.3,1761,mean,1174,2348,1,skew_normal,stomata,"Steinthorsdottir et al., 2011",1762.64611,590.2736479,-0.003495164
915,201.6,201.8,201.3,1600,mean,1067,2133,1,skew_normal,stomata,"Steinthorsdottir et al., 2011",1602.27683,535.9752446,-0.005324158
916,201.6,201.8,201.3,1459,mean,973,1946,1,skew_normal,stomata,"Steinthorsdottir et al., 2011",1520.217618,492.9676036,-0.156242365
917,201.6,201.8,201.3,881,mean,587,1174,1,skew_normal,stomata,"Steinthorsdottir et al., 2011",837.1317784,298.3083017,0.185312788
918,201.6,201.8,201.3,1206,mean,804,1608,1,skew_normal,stomata,"Steinthorsdottir et al., 2011",1209.359705,404.2542936,-0.010416566
919,201.6,201.8,201.3,1122,mean,748,1497,1,skew_normal,stomata,"Steinthorsdottir et al., 2011",1173.508609,380.0289937,-0.170658057
920,3.1,3.6,2.6,357,median,333,376,1,skew_normal; reported distribution is normal,stomata,"Stults et al., 2011",341.2268199,25.42060123,0.865411877
921,8.5,11.6,5.3,360,mean,252,594,1,skew_normal; reported distribution is normal,stomata,"Stults et al., 2011",582.6567293,235.6881646,-1.591095455
922,47.4,48,46.8,943,mean,853,1033,1,skew_normal,stomata,"Grein et al., 2011",943.2674272,90.50196536,-0.003703479
923,85,86.3,83.6,660,mean,542,1896,1,skew_normal,stomata,"Wan et al., 2011",2078.364856,1093.442426,-4.081050711
924,85,86.3,83.6,531,mean,473,733,1,skew_normal,stomata,"Wan et al., 2011",744.6131519,193.3223419,-2.218878445
925,85,86.3,83.6,565,mean,512,795,1,skew_normal,stomata,"Wan et al., 2011",815.0459543,215.6824826,-2.537107583
926,35.9,37.8,33.9,450,mean,259,640,1,skew_normal,stomata,"Roth-Nebelsick et al., 2012",416.9739066,194.3072104,0.214579245
927,30.8,32,29.5,671,mean,503,839,1,skew_normal,stomata,"Erdei et al., 2012",670.1488833,168.9384072,0.006314329
928,27,27.1,26.3,395,mean,273,516,1,skew_normal,stomata,"Grein et al., 2013 (updates Roth-Nebelsick et al., 2004, 2012)",370.3841833,124.5388022,0.25018036
929,25,25.25,23,453,mean,287,619,1,skew_normal,stomata,"Grein et al., 2013 (updates Roth-Nebelsick et al., 2004)",453.5261943,166.9259475,-0.003950801
930,24,25.25,23,434,mean,257,611,1,skew_normal,stomata,"Grein et al., 2013 (updates Roth-Nebelsick et al., 2004, 2012)",434.4698956,177.9870418,-0.003308833
931,17.4,17.6,17.2,402,mean,238,566,1,skew_normal,stomata,"Grein et al., 2013 (updates Roth-Nebelsick et al., 2004)",402.5466051,164.9148782,-0.004154098
932,33,33.9,32,383,mean,240,527,1,skew_normal,stomata,"Roth-Nebelsick et al., 2014",410.4383629,146.7968237,-0.236335092
933,409.2,410.8,407.6,1548,median,1092,2540,1,skew_normal,stomata,"Franks et al., 2014",2493.161962,998.6972081,-1.596234125
934,317.5,318,317,332,median,239,471,1,skew_normal,stomata,"Franks et al., 2014",441.453421,145.6692259,-1.111594756
935,311.1,323.2,298.9,340,median,237,488,1,skew_normal,stomata,"Franks et al., 2014",452.7389341,155.6134196,-1.057272712
936,316.5,318,315,388,median,272,567,1,skew_normal,stomata,"Franks et al., 2014",532.388857,187.0442981,-1.154692081
937,277.2,282,272.3,498,median,364,707,1,skew_normal,stomata,"Franks et al., 2014",667.8726891,218.1714319,-1.168982718
938,219.2,237,201.3,889,median,685,1203,1,skew_normal,stomata,"Franks et al., 2014",1141.82397,328.1887055,-1.151312025
939,226.5,237,216,615,median,441,877,1,skew_normal,stomata,"Franks et al., 2014",822.5084754,274.3901703,-1.121671841
940,131.6,133.9,129.3,513,median,370,736,1,skew_normal,stomata,"Franks et al., 2014",694.2305254,232.7895053,-1.168759779
941,106.8,113,100.5,828,median,651,1070,1,skew_normal,stomata,"Franks et al., 2014",1003.61334,255.361299,-0.986391065
942,106.8,113,100.5,662,median,523,861,1,skew_normal,stomata,"Franks et al., 2014",813.0899415,209.2970471,-1.052160958
943,106.8,113,100.5,734,median,580,948,1,skew_normal,stomata,"Franks et al., 2014",891.9231512,225.5701383,-1.009885486
944,48,52,44,636,median,576,708,1,skew_normal,stomata,"Franks et al., 2014",679.4006672,76.30041201,-0.778661906
945,40.9,47.8,33.9,356,median,261,486,1,skew_normal,stomata,"Franks et al., 2014",450.4249854,137.1698843,-0.987658656
946,24.9,33.9,16,389,median,283,549,1,skew_normal,stomata,"Franks et al., 2014",515.9619135,167.5297663,-1.124986213
947,12.8,23,2.6,434,median,340,560,1,skew_normal,stomata,"Franks et al., 2014",523.4557909,133.1162552,-0.957217964
948,42.9,47.9,37.8,424,median,385,467,1,skew_normal,stomata,"Maxbauer et al., 2014",444.7519026,45.3280569,-0.606443224
949,186.8,190.8,182.7,809,mean,540,1079,1,skew_normal,stomata,"Steinthorsdottir and Vajda, 2015",850.4739208,274.0853305,-0.190743431
950,13.8,16,11.6,334,mean,234,551,1,skew_normal,stomata,"Wang et al, 2015",540.5850317,218.5272729,-1.593050435
951,9.5,10,9,351,mean,246,579,1,skew_normal,stomata,"Wang et al, 2015",568.1038791,229.5874914,-1.593887424
952,2.9,3,2.8,280,mean,196,462,1,skew_normal,stomata,"Wang et al, 2015",453.1774561,183.3130169,-1.591095455
953,2.7,2.7,2.6,279,mean,195,460,1,skew_normal,stomata,"Wang et al, 2015",450.9126013,182.4201983,-1.584090311
954,2.6,NA,NA,285,mean,200,470,1,skew_normal,stomata,"Wang et al, 2015",461.2923408,186.2389209,-1.596837402
955,1.9,NA,NA,280,mean,196,462,1,skew_normal,stomata,"Wang et al, 2015",453.1774561,183.3130169,-1.591095455
956,1,NA,NA,278,mean,195,459,1,skew_normal,stomata,"Wang et al, 2015",450.5901522,182.171657,-1.59932039
957,97.2,100.5,93.9,1028,mean,685,1370,1,skew_normal,stomata,"Mays et al, 2015",979.4366567,347.7494241,0.175885451
958,117,123,111,796,mean,531,1060,1,skew_normal,stomata,"Du et al, 2016",755.0336978,269.0382163,0.191957383
959,121,125.1,116.8,824,mean,549,1098,1,skew_normal,stomata,"Du et al, 2016",782.0215933,279.1322073,0.189559487
960,121,125.1,116.8,839,mean,559,1119,1,skew_normal,stomata,"Du et al, 2016",841.5461513,281.5719513,-0.011333858
961,112.6,115.2,110,856,mean,571,1142,1,skew_normal,stomata,"Du et al, 2016",899.0776369,290.234538,-0.187054351
962,112.6,115.2,110,846,mean,564,1128,1,skew_normal,stomata,"Du et al, 2016",846.6180363,283.5722603,-0.002731565
963,23.5,24,23,476,mean,352,600,1,skew_normal,stomata,"Steinthorsdottir et al., 2016a",476.596245,124.6924778,-0.005993084
964,26.5,27,26,429,mean,317,541,1,skew_normal,stomata,"Steinthorsdottir et al., 2016a",429.3399103,112.6246892,-0.003782623
965,33.5,33.9,33,409,mean,303,516,1,skew_normal,stomata,"Steinthorsdottir et al., 2016a",431.5928113,109.3531655,-0.261748088
966,34.5,35,33.9,410,mean,303,517,1,skew_normal,stomata,"Steinthorsdottir et al., 2016a",410.3275077,107.5968096,-0.003814911
967,36,36.5,35.5,365,mean,270,460,1,skew_normal,stomata,"Steinthorsdottir et al., 2016a",365.5599606,95.53107573,-0.007346525
968,204.9,208.5,201.3,1472,mean,981,1962,1,skew_normal,stomata,"Wu et al., 2016",1410.450354,497.0001845,0.155811874
969,171.2,174.1,168.3,990,mean,660,1320,1,skew_normal,stomata,"Wu et al., 2016",990.9518688,331.8404561,-0.003595091
970,171.2,174.1,168.3,954,mean,636,1272,1,skew_normal,stomata,"Wu et al., 2016",955.0345064,319.7738881,-0.004054646
971,60,62,58,322,mean,275,645,1,skew_normal,stomata,"Steinthorsdottir et al., 2016b",686.0651583,292.5581889,-3.282853649
972,65.5,66,65,418,mean,363,836,1,skew_normal,stomata,"Steinthorsdottir et al., 2016b",891.6371786,376.2350649,-3.462821072
973,65.9,66,65.8,429,mean,365,858,1,skew_normal,stomata,"Steinthorsdottir et al., 2016b",911.8532106,389.1995864,-3.239257768
974,67,68,66,649,mean,555,1297,1,skew_normal,stomata,"Steinthorsdottir et al., 2016b",1379.511159,586.8108398,-3.288286048
975,23,23,23,516,median,405,627,1,skew_normal,stomata,"Reichgelt et al., 2016",516.4034788,111.6193325,-0.004530484
976,23,23,22.9,425,median,372,478,1,skew_normal,stomata,"Reichgelt et al., 2016",425.1305766,53.2955291,-0.003070691
977,28.5,33.9,23,390,mean,265,715,1,skew_normal,stomata,"Sun et al., 2017",715.3724846,320.6980467,-1.825287461
978,32.98,NA,NA,550,median,455,645,1,skew_normal,boron,"Pearson et al., 2009 (updated by Anagnostou et al., 2016)",550.3166755,95.52996015,-0.004154681
979,33.17,NA,NA,710,median,595,825,1,skew_normal,boron,"Pearson et al., 2009 (updated by Anagnostou et al., 2016)",710.4196475,115.6416566,-0.00454814
980,33.33,NA,NA,890,median,745,1035,1,skew_normal,boron,"Pearson et al., 2009 (updated by Anagnostou et al., 2016)",890.8605634,145.8106265,-0.007397127
981,33.47,NA,NA,930,median,770,1090,1,skew_normal,boron,"Pearson et al., 2009 (updated by Anagnostou et al., 2016)",930.4666226,160.8923569,-0.0036349
982,33.59,NA,NA,690,median,575,805,1,skew_normal,boron,"Pearson et al., 2009 (updated by Anagnostou et al., 2016)",690.3010476,115.6412872,-0.003262753
983,33.96,NA,NA,870,median,720,1020,1,skew_normal,boron,"Pearson et al., 2009 (updated by Anagnostou et al., 2016)",870.4430484,150.836601,-0.003681346
984,34.21,NA,NA,960,median,795,1125,1,skew_normal,boron,"Pearson et al., 2009 (updated by Anagnostou et al., 2016)",960.8806006,165.9218817,-0.00665185
985,34.42,NA,NA,940,median,760,1120,1,skew_normal,boron,"Pearson et al., 2009 (updated by Anagnostou et al., 2016)",940.4706283,181.0037524,-0.003258759
